,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
1544,410.0012,FDD20,OUT019
1545,614.7271,FDT36,OUT049
1546,3449.997,DRF15,OUT027
1547,162.96463,FDN52,OUT010
1548,6004.808,FDC22,OUT027
1549,2686.1472,FDX15,OUT045
1550,3388.665,FDT13,OUT013
1551,2136.4497,FDU04,OUT017
1552,572.3202,FDU31,OUT019
1553,2259.107,FDW59,OUT027
1554,2093.4282,NCO29,OUT046
1555,2527.9548,FDL15,OUT035
1556,2327.8071,FDI41,OUT049
1557,1616.2766,FDQ48,OUT049
1558,1095.1482,DRI39,OUT013
1559,4300.7505,FDI08,OUT013
1560,2278.57,FDC21,OUT049
1561,1007.5127,FDF58,OUT035
1562,-756.83105,FDS08,OUT010
1563,2021.4231,FDE47,OUT045
1564,353.23788,NCP18,OUT019
1565,1596.2943,NCR41,OUT013
1566,2676.0774,FDA27,OUT013
1567,3296.8086,FDA43,OUT035
1568,1252.0759,FDA49,OUT045
1569,2791.0977,NCE55,OUT018
1570,1051.8181,DRM49,OUT027
1571,4837.471,FDF22,OUT027
1572,1135.3215,FDQ15,OUT018
1573,3206.9478,NCS54,OUT017
1574,361.7229,NCY05,OUT013
1575,3976.5771,FDR45,OUT046
1576,2140.3708,FDK57,OUT049
1577,997.8083,FDF41,OUT010
1578,2020.1614,FDV21,OUT046
1579,700.769,FDD51,OUT046
1580,1973.0303,FDF33,OUT046
1581,4565.7437,FDA38,OUT046
1582,3155.729,FDR56,OUT045
1583,2092.2986,NCN41,OUT017
1584,2546.9043,FDC60,OUT027
1585,3053.202,FDB47,OUT045
1586,3568.9746,DRH01,OUT013
1587,1670.1394,FDW08,OUT046
1588,961.6745,FDF38,OUT027
1589,2679.752,FDY32,OUT017
1590,1761.38,FDG34,OUT049
1591,-191.11772,FDG47,OUT019
1592,3061.4268,NCF18,OUT035
1593,204.03938,FDL39,OUT019
1594,2121.0398,NCH55,OUT035
1595,903.698,DRJ35,OUT049
1596,4196.193,FDS44,OUT035
1597,3212.933,DRE01,OUT018
1598,3531.806,FDY39,OUT013
1599,2435.1184,FDY32,OUT018
1600,3233.9587,FDR33,OUT027
1601,1095.1461,NCP50,OUT049
1602,1333.2855,FDZ47,OUT018
1603,2658.633,FDU57,OUT049
1604,3335.076,FDY44,OUT013
1605,948.98596,DRH59,OUT018
1606,6191.145,FDB03,OUT027
1607,2748.939,FDY46,OUT045
1608,2502.5813,FDM39,OUT045
1609,1241.4036,FDY36,OUT035
1610,3488.8223,NCM55,OUT035
1611,179.18358,FDJ50,OUT010
1612,2435.2485,DRL60,OUT013
1613,3896.372,NCJ54,OUT049
1614,499.95834,FDX59,OUT017
1615,3855.9875,FDI07,OUT013
1616,94.35968,DRF51,OUT010
1617,1750.0994,FDM14,OUT017
1618,3447.2058,FDP21,OUT045
1619,1006.1191,FDE40,OUT035
1620,2364.4907,FDE05,OUT035
1621,3413.6267,FDM13,OUT027
1622,4244.3564,FDC34,OUT027
1623,2023.813,NCI55,OUT018
1624,2227.3362,NCE43,OUT018
1625,1191.2338,FDW58,OUT018
1626,4489.3535,FDG60,OUT045
1627,2575.3716,FDV31,OUT017
1628,2451.431,FDR47,OUT013
1629,51.38904,FDM60,OUT019
1630,3151.0142,NCF06,OUT018
1631,2793.3877,NCN26,OUT027
1632,1186.5774,FDQ59,OUT049
1633,614.04816,FDF09,OUT046
1634,3760.3306,NCS06,OUT017
1635,1878.2078,FDT44,OUT046
1636,4432.196,FDI19,OUT017
1637,1083.5686,FDT22,OUT017
1638,4270.508,NCF54,OUT027
1639,2995.5383,DRG25,OUT045
1640,3841.569,FDB59,OUT017
1641,3773.525,FDQ37,OUT017
1642,691.174,FDP56,OUT035
1643,2980.6108,FDW44,OUT035
1644,68.66421,FDJ26,OUT010
1645,2944.1528,FDU43,OUT018
1646,1549.3035,FDW33,OUT045
1647,3426.1287,NCX53,OUT027
1648,734.34766,FDN56,OUT010
1649,2252.45,DRF15,OUT049
1650,1568.3282,FDO33,OUT017
1651,313.50668,FDZ39,OUT010
1652,820.2125,NCJ19,OUT017
1653,4083.211,FDU01,OUT035
1654,4194.1626,FDT12,OUT035
1655,928.7752,NCM18,OUT018
1656,2225.6655,FDP19,OUT017
1657,581.0735,NCR42,OUT049
1658,1838.978,FDN10,OUT046
1659,1027.96,FDG44,OUT017
1660,3313.6143,FDQ10,OUT046
1661,1584.2262,DRH13,OUT049
1662,3675.479,FDT52,OUT013
1663,1638.9714,FDM56,OUT045
1664,517.5786,NCO43,OUT010
1665,2978.1006,NCV29,OUT035
1666,4180.8745,NCF06,OUT013
1667,1314.6019,FDO50,OUT035
1668,4363.804,FDT59,OUT013
1669,1106.7504,FDX40,OUT027
1670,3817.5405,FDE50,OUT017
1671,3282.3518,FDX51,OUT017
1672,1517.0529,NCD30,OUT018
1673,1932.8685,FDK15,OUT013
1674,1272.3257,FDL12,OUT045
1675,3825.1428,FDK46,OUT017
1676,424.4796,DRH49,OUT010
1677,2168.207,FDQ57,OUT046
1678,1454.652,FDY59,OUT017
1679,3314.5798,FDO09,OUT018
1680,1947.6987,NCG30,OUT035
1681,2629.8481,FDM09,OUT017
1682,2525.3005,NCN17,OUT027
1683,1049.9822,NCS42,OUT013
1684,350.50333,FDD02,OUT019
1685,4272.8833,FDE34,OUT013
1686,3037.1516,FDU38,OUT045
1687,2931.9797,FDB33,OUT046
1688,1361.9819,NCJ29,OUT017
1689,830.5358,FDZ27,OUT035
1690,1547.1576,FDI40,OUT013
1691,525.6328,FDG22,OUT013
1692,1555.833,FDT51,OUT017
1693,2775.7378,FDF20,OUT018
1694,1996.7245,FDV50,OUT035
1695,626.0645,FDT02,OUT049
1696,2548.6838,DRC49,OUT017
1697,2385.7944,FDF26,OUT049
1698,2071.5198,FDV52,OUT035
1699,594.3237,FDX59,OUT049
1700,5557.3984,FDV25,OUT035
1701,1044.4014,FDW23,OUT027
1702,1084.8596,FDE53,OUT018
1703,2542.015,FDA19,OUT017
1704,2093.957,FDH22,OUT046
1705,1679.3905,NCO41,OUT013
1706,4356.9004,FDX12,OUT017
1707,2554.881,FDF17,OUT013
1708,3674.86,FDS11,OUT045
1709,2928.1353,FDR51,OUT035
1710,24.152037,FDT49,OUT010
1711,2570.782,FDC56,OUT013
1712,3020.062,FDR13,OUT027
1713,2062.0974,FDQ60,OUT035
1714,4430.088,FDN38,OUT049
1715,2992.634,NCL29,OUT013
1716,3886.6123,FDO13,OUT027
1717,2830.5347,FDE26,OUT018
1718,131.71696,FDA31,OUT010
1719,1405.0549,FDX14,OUT035
1720,2796.6387,FDA34,OUT045
1721,2445.6218,FDF26,OUT013
1722,2572.06,FDE38,OUT045
1723,1848.8848,DRI11,OUT046
1724,3119.4487,FDQ60,OUT027
1725,1037.977,FDL21,OUT027
1726,5866.0415,DRC12,OUT027
1727,4195.0796,FDC47,OUT046
1728,2102.284,FDE57,OUT045
1729,2112.341,FDT14,OUT045
1730,3324.9746,NCZ53,OUT046
1731,4138.2656,FDE28,OUT018
1732,2607.1316,FDR19,OUT035
1733,422.5084,NCF54,OUT019
1734,1260.8993,FDZ08,OUT046
1735,1934.4775,NCJ05,OUT018
1736,2074.603,FDF59,OUT046
1737,1808.7227,NCO05,OUT035
1738,699.1817,FDW24,OUT018
1739,2606.312,NCX42,OUT018
1740,731.0601,NCA53,OUT035
1741,250.86192,FDI45,OUT019
1742,2061.079,FDG46,OUT046
1743,-434.74176,FDM20,OUT010
1744,69.0507,FDW11,OUT010
1745,3226.7073,FDX08,OUT035
1746,707.0947,NCK17,OUT035
1747,1923.0834,FDK32,OUT018
1748,2867.246,NCA42,OUT035
1749,3408.5032,DRI01,OUT035
1750,3665.7556,NCL55,OUT049
1751,1377.3431,DRE25,OUT018
1752,3008.448,FDD14,OUT017
1753,3549.4817,FDB10,OUT046
1754,2581.5078,DRN11,OUT035
1755,438.0975,FDP38,OUT018
1756,3118.4104,NCA30,OUT017
1757,3138.474,FDT15,OUT017
1758,637.0678,NCP55,OUT018
1759,2632.7905,FDF12,OUT035
1760,4977.4688,FDM21,OUT018
1761,4443.7637,FDX56,OUT035
1762,2238.7522,FDF10,OUT017
1763,2824.537,FDT32,OUT045
1764,647.6561,FDM51,OUT018
1765,2211.3318,NCR50,OUT018
1766,4480.869,FDI19,OUT049
1767,1587.9816,FDX21,OUT017
1768,2585.927,FDR31,OUT035
1769,4544.807,FDY02,OUT013
1770,3443.1433,NCA29,OUT045
1771,2730.401,NCX17,OUT046
1772,2905.8079,FDM12,OUT045
1773,3847.2932,FDI53,OUT027
1774,2277.986,NCU30,OUT049
1775,3409.1826,FDC56,OUT027
1776,1800.6516,FDK27,OUT018
1777,3011.1768,NCK18,OUT017
1778,316.60684,FDB52,OUT019
1779,5138.891,DRG25,OUT027
1780,774.7176,FDZ13,OUT049
1781,926.4806,FDB57,OUT019
1782,1135.0182,FDR40,OUT046
1783,60.235714,NCO14,OUT019
1784,2587.9148,NCN19,OUT045
1785,373.1489,FDQ28,OUT019
1786,1903.7583,FDO13,OUT018
1787,1118.2737,FDK48,OUT013
1788,2023.5045,FDU07,OUT018
1789,2236.125,FDW20,OUT046
1790,168.97229,FDV12,OUT010
1791,2628.906,FDH24,OUT013
1792,3215.0444,FDV59,OUT049
1793,1920.5287,FDK57,OUT045
1794,1175.8959,FDL16,OUT027
1795,2444.1458,NCQ17,OUT046
1796,3439.6853,FDJ15,OUT018
1797,1411.88,FDX24,OUT049
1798,1654.8496,FDT47,OUT046
1799,856.0394,FDT10,OUT049
1800,1352.1487,FDZ37,OUT018
1801,6972.8833,FDW43,OUT027
1802,1535.5653,DRN36,OUT017
1803,1312.3046,FDJ14,OUT045
1804,3063.6694,FDA32,OUT013
1805,373.8823,FDJ38,OUT019
1806,2330.4595,FDQ57,OUT017
1807,455.07092,NCQ41,OUT019
1808,930.25006,FDG56,OUT049
1809,3738.08,DRC13,OUT027
1810,2705.7703,FDV55,OUT035
1811,2787.3855,FDQ49,OUT045
1812,132.87093,FDE29,OUT010
1813,4582.4556,FDR03,OUT013
1814,1386.1962,FDD45,OUT049
1815,348.36624,FDN38,OUT010
1816,895.27997,FDT56,OUT046
1817,2502.5435,FDT48,OUT045
1818,2733.7668,FDU03,OUT049
1819,94.21573,FDC56,OUT010
1820,2698.5593,NCO43,OUT027
1821,2015.4731,FDQ27,OUT017
1822,3761.4973,FDR03,OUT046
1823,179.79164,DRH23,OUT010
1824,598.4177,FDG22,OUT045
1825,1717.7155,NCJ42,OUT013
1826,1535.0404,FDR24,OUT046
1827,3299.1887,FDW60,OUT035
1828,2952.5862,FDJ08,OUT013
1829,592.4273,DRL59,OUT018
1830,1050.8749,FDG60,OUT010
1831,2688.4048,FDW27,OUT017
1832,1059.1687,FDX14,OUT018
1833,712.29205,FDC20,OUT013
1834,3465.8408,NCS29,OUT018
1835,1444.2701,FDJ56,OUT046
1836,273.2494,FDB20,OUT019
1837,6239.024,FDL28,OUT027
1838,2134.305,FDW01,OUT018
1839,2273.7188,FDL03,OUT046
1840,4319.844,FDX22,OUT049
1841,2922.5874,FDJ21,OUT035
1842,2386.1597,FDR31,OUT045
1843,2672.4607,FDG21,OUT035
1844,989.89044,FDS22,OUT027
1845,1392.0089,FDK08,OUT035
1846,2103.594,FDE17,OUT018
1847,1583.3185,NCN30,OUT017
1848,1639.3191,FDT50,OUT046
1849,2349.1304,NCX42,OUT049
1850,3970.0068,FDJ12,OUT035
1851,2921.7852,NCA18,OUT027
1852,286.5406,FDP23,OUT019
1853,4059.506,FDX12,OUT013
1854,2023.86,FDN40,OUT018
1855,1438.8422,FDV48,OUT035
1856,3320.075,NCY54,OUT013
1857,124.12059,FDL16,OUT010
1858,3655.8723,FDR45,OUT018
1859,2337.1077,FDJ52,OUT046
1860,1355.1813,DRG01,OUT017
1861,4248.3735,FDP52,OUT013
1862,3136.0022,FDU58,OUT017
1863,1675.698,FDL02,OUT045
1864,4511.848,FDG28,OUT013
1865,2056.165,FDA19,OUT035
1866,1921.5266,FDW46,OUT027
1867,1632.5178,NCD43,OUT049
1868,859.64685,DRG39,OUT013
1869,637.94336,NCF55,OUT049
1870,1894.6924,FDJ07,OUT046
1871,2294.3025,FDE08,OUT046
1872,187.10251,FDP56,OUT019
1873,682.9904,FDT45,OUT045
1874,2661.5789,FDF17,OUT018
1875,1256.6215,FDX44,OUT046
1876,5060.7734,FDM28,OUT027
1877,3079.355,FDI36,OUT049
1878,1824.4729,FDS07,OUT045
1879,1911.2802,FDD36,OUT045
1880,1057.8373,FDW11,OUT046
1881,1926.9043,FDN40,OUT049
1882,1542.8384,NCQ18,OUT049
1883,3484.0981,NCQ54,OUT017
1884,1174.2588,NCS42,OUT045
1885,388.11078,DRH39,OUT010
1886,2526.6018,FDC09,OUT027
1887,493.61038,FDT08,OUT010
1888,3417.0562,FDC08,OUT035
1889,677.38043,FDT20,OUT017
1890,1039.0587,FDS35,OUT035
1891,3230.5837,FDX58,OUT018
1892,1673.2916,FDW58,OUT046
1893,1556.0208,DRD27,OUT046
1894,273.93567,FDH32,OUT019
1895,6490.6772,FDS26,OUT035
1896,1520.052,FDQ31,OUT046
1897,3196.0488,FDP11,OUT018
1898,1886.7102,FDD58,OUT017
1899,3247.9375,FDM33,OUT045
1900,3966.5256,FDZ16,OUT049
1901,430.82663,NCS29,OUT010
1902,160.5931,NCM18,OUT019
1903,3774.6526,FDP11,OUT049
1904,2329.648,NCC42,OUT017
1905,2568.925,DRM23,OUT046
1906,6100.9478,NCN55,OUT027
1907,4413.13,FDK46,OUT013
1908,3423.6133,FDR01,OUT046
1909,1489.9154,NCA05,OUT045
1910,2981.1914,NCP43,OUT017
1911,252.26953,FDR12,OUT010
1912,3521.369,FDQ01,OUT013
1913,1899.4905,FDM13,OUT046
1914,3864.0654,FDQ19,OUT017
1915,167.17407,FDK56,OUT019
1916,550.60425,NCX06,OUT010
1917,3044.1108,FDO56,OUT027
1918,1930.9674,FDU45,OUT045
1919,242.00214,FDI16,OUT019
1920,1821.4208,FDL32,OUT046
1921,2040.9524,FDA07,OUT046
1922,2164.4607,FDA14,OUT045
1923,3466.9463,FDV46,OUT027
1924,3256.7024,NCO07,OUT035
1925,1580.1897,NCP41,OUT046
1926,1988.2103,FDY60,OUT018
1927,3600.5972,FDN38,OUT017
1928,1157.8401,FDO15,OUT046
1929,2195.9722,FDT60,OUT013
1930,4637.2095,FDA55,OUT035
1931,143.91568,FDE02,OUT010
1932,3909.357,DRJ39,OUT049
1933,1292.2855,FDV34,OUT035
1934,5204.822,FDS20,OUT027
1935,2856.8933,FDF02,OUT027
1936,2277.7275,FDW40,OUT017
1937,2899.109,NCB43,OUT046
1938,1452.1646,FDR58,OUT017
1939,743.4823,DRJ59,OUT035
1940,1862.3453,NCD30,OUT017
1941,1609.1404,FDE14,OUT017
1942,1260.3917,FDC28,OUT018
1943,1222.3328,FDU16,OUT018
1944,956.463,NCD19,OUT035
1945,454.53134,FDU21,OUT046
1946,5479.578,FDV59,OUT027
1947,3209.632,FDU03,OUT045
1948,836.5641,FDC33,OUT010
1949,496.98752,NCR42,OUT035
1950,1312.1715,DRH59,OUT035
1951,2163.8252,NCM31,OUT035
1952,4642.521,FDS50,OUT035
1953,844.45996,FDP39,OUT046
1954,1987.263,FDQ55,OUT013
1955,241.27255,FDV36,OUT019
1956,2364.3572,FDI05,OUT027
1957,2853.042,FDS45,OUT027
1958,651.7193,FDA39,OUT045
1959,315.85284,FDC37,OUT010
1960,4241.697,FDJ60,OUT027
1961,2235.4187,DRQ35,OUT046
1962,2034.8944,NCJ06,OUT046
1963,2246.2192,NCY42,OUT018
1964,3309.9463,DRM37,OUT049
1965,878.3565,FDR14,OUT045
1966,169.81705,FDE51,OUT049
1967,2623.341,FDT33,OUT017
1968,1896.5164,FDR08,OUT013
1969,230.96045,FDE36,OUT010
1970,264.5551,FDL22,OUT019
1971,2228.9683,FDR44,OUT013
1972,272.71332,FDI56,OUT019
1973,211.64557,FDE47,OUT010
1974,206.90573,FDV27,OUT010
1975,908.0668,FDV10,OUT049
1976,1262.1057,FDC40,OUT045
1977,3133.1755,NCX41,OUT013
1978,2543.6426,NCQ38,OUT027
1979,2658.7485,FDV12,OUT027
1980,1334.6531,FDE52,OUT017
1981,4701.99,FDG20,OUT027
1982,989.5238,FDV16,OUT027
1983,2112.191,FDI32,OUT017
1984,1021.90063,FDJ32,OUT049
1985,2142.7207,FDN39,OUT018
1986,2938.2722,FDY34,OUT017
1987,793.9999,FDC14,OUT035
1988,4622.635,FDA55,OUT017
1989,624.9367,FDZ50,OUT010
1990,2633.8206,DRG13,OUT049
1991,2052.388,FDP01,OUT013
1992,3103.9482,NCG54,OUT017
1993,1994.7064,FDM13,OUT045
1994,4876.967,NCO18,OUT027
1995,2567.497,NCW41,OUT013
1996,3879.3406,FDM52,OUT027
1997,737.56433,NCF55,OUT035
1998,1936.5905,FDT09,OUT046
1999,1867.369,NCM19,OUT035
2000,1637.0532,FDW12,OUT018
2001,420.4058,FDP15,OUT019
2002,702.80817,FDK36,OUT045
2003,2997.7476,FDZ25,OUT035
2004,3311.3203,NCW06,OUT049
2005,3449.6477,FDW60,OUT046
2006,2045.4191,DRC49,OUT013
2007,3693.7378,NCT17,OUT035
2008,2504.427,NCN06,OUT018
2009,2911.9668,FDC45,OUT013
2010,759.0874,DRJ47,OUT019
2011,3540.3132,NCF06,OUT045
2012,221.71365,FDE21,OUT010
2013,1010.2953,DRG27,OUT013
2014,2225.6606,FDW40,OUT049
2015,4715.719,NCO53,OUT046
2016,693.3873,FDE23,OUT049
2017,1795.0089,FDQ16,OUT046
2018,4574.305,FDS26,OUT045
2019,160.38875,FDZ13,OUT010
2020,2336.9014,FDS14,OUT049
2021,1714.8634,FDC10,OUT045
2022,3185.5608,FDY16,OUT049
2023,1919.2303,FDJ20,OUT035
2024,681.3055,FDV43,OUT035
2025,2250.836,FDZ32,OUT027
2026,2510.465,FDR23,OUT046
2027,861.19196,FDN24,OUT035
2028,4804.9214,FDE34,OUT027
2029,3044.4587,FDU31,OUT013
2030,1297.7139,FDW33,OUT018
2031,1488.1914,FDU26,OUT046
2032,5035.033,FDE20,OUT027
2033,1851.8522,NCW05,OUT035
2034,2177.3237,FDB22,OUT018
2035,1920.5134,FDO56,OUT046
2036,3356.7483,FDA19,OUT027
2037,844.8047,DRI39,OUT045
2038,840.52856,FDH52,OUT018
2039,3919.6274,FDZ50,OUT035
2040,3087.672,NCN42,OUT035
2041,2673.6182,FDB53,OUT013
2042,1861.6824,DRG11,OUT017
2043,4319.3228,DRK11,OUT027
2044,2026.6935,FDQ60,OUT017
2045,598.74133,FDT36,OUT017
2046,3188.4238,DRG25,OUT018
2047,2920.968,DRJ23,OUT046
2048,2694.8042,FDG05,OUT035
2049,2007.4299,NCK06,OUT018
2050,2333.246,FDU52,OUT017
2051,1130.0695,FDW07,OUT018
2052,763.1594,NCM17,OUT045
2053,2991.4517,FDA22,OUT045
2054,2764.332,NCA41,OUT018
2055,611.08466,FDF38,OUT035
2056,1099.6658,FDH52,OUT046
2057,501.02747,FDY58,OUT019
2058,3941.2751,FDZ16,OUT045
2059,1167.0692,NCM18,OUT017
2060,2271.2925,FDA22,OUT018
2061,2778.8635,NCJ43,OUT035
2062,6999.762,FDI34,OUT027
2063,1015.0297,FDG56,OUT046
2064,1392.1581,FDS34,OUT046
2065,855.4056,DRC01,OUT035
2066,669.61285,FDQ04,OUT035
2067,938.3372,FDK04,OUT035
2068,1924.4485,FDT51,OUT049
2069,3194.6858,FDV26,OUT017
2070,2408.589,FDS04,OUT049
2071,3306.3704,FDW43,OUT018
2072,438.41974,FDQ28,OUT010
2073,2278.023,NCK06,OUT017
2074,1529.1654,FDS23,OUT018
2075,678.5368,FDZ36,OUT019
2076,733.3368,FDE56,OUT018
2077,4718.9536,FDW10,OUT027
2078,2784.1892,NCN14,OUT045
2079,1505.132,NCQ18,OUT045
2080,1790.6139,FDW08,OUT017
2081,4475.8735,FDU43,OUT035
2082,164.35193,FDR33,OUT010
2083,600.5871,FDM24,OUT010
2084,1469.5323,NCZ05,OUT046
2085,1925.1156,NCV41,OUT035
2086,3292.6196,FDV11,OUT018
2087,686.793,NCY05,OUT035
2088,2442.93,FDV44,OUT018
2089,1328.2976,FDW32,OUT049
2090,3182.9363,NCU18,OUT027
2091,4485.014,NCC43,OUT035
2092,1771.5952,FDW19,OUT013
2093,3297.9646,FDN31,OUT035
2094,670.8125,FDI48,OUT045
2095,1427.8999,FDS24,OUT017
2096,1839.9783,FDF46,OUT049
2097,2269.9958,DRG23,OUT017
2098,2125.302,FDG14,OUT018
2099,2850.0625,NCY30,OUT049
2100,1613.001,FDO28,OUT018
2101,2435.7297,DRD24,OUT035
2102,1993.9027,FDI33,OUT049
2103,3083.0134,FDN32,OUT046
2104,5128.644,FDR16,OUT045
2105,2285.7302,FDF26,OUT046
2106,404.66888,NCN29,OUT018
2107,3079.3376,FDE20,OUT045
2108,3287.4258,FDA46,OUT046
2109,2632.018,FDU28,OUT045
2110,1373.3481,FDQ48,OUT045
2111,1842.7448,FDV36,OUT013
2112,556.5692,FDR14,OUT018
2113,3649.1987,FDP23,OUT017
2114,650.7885,FDP56,OUT013
2115,63.65189,FDK48,OUT010
2116,2077.5242,FDR48,OUT046
2117,948.1744,NCY29,OUT049
2118,485.747,FDM22,OUT018
2119,2938.6533,DRJ01,OUT013
2120,3845.4727,FDZ43,OUT045
2121,2534.3462,FDV03,OUT035
2122,4978.126,FDX11,OUT027
2123,5484.797,NCA41,OUT027
2124,2607.2395,FDE38,OUT017
2125,586.67114,FDI27,OUT018
2126,3293.2534,FDN32,OUT013
2127,2178.1697,NCN43,OUT017
2128,5423.031,FDB47,OUT027
2129,2511.3738,FDV03,OUT017
2130,1443.3862,NCN30,OUT045
2131,97.27976,NCV54,OUT010
2132,1349.789,FDV07,OUT013
2133,2481.2415,FDP07,OUT049
2134,844.5227,FDK48,OUT018
2135,376.88696,FDM15,OUT019
2136,3192.9497,FDY19,OUT027
2137,3309.7778,FDK46,OUT046
2138,990.7665,FDY11,OUT045
2139,762.216,FDH09,OUT046
2140,4205.822,FDO08,OUT027
2141,4601.5,FDU14,OUT013
2142,3283.8147,FDD22,OUT027
2143,2795.3586,FDM27,OUT017
2144,3027.0767,FDL02,OUT027
2145,2809.656,NCA17,OUT035
2146,851.3455,FDE38,OUT019
2147,3273.998,NCG07,OUT049
2148,3316.882,DRC27,OUT013
2149,3149.6428,FDA27,OUT035
2150,2011.0742,FDW40,OUT045
2151,1636.1586,DRI11,OUT013
2152,1503.7806,FDN50,OUT046
2153,2675.6602,FDR12,OUT046
2154,3111.889,FDT34,OUT027
2155,1109.1139,FDW11,OUT035
2156,5250.5474,NCO30,OUT027
2157,3024.2131,FDZ34,OUT017
2158,2081.004,FDU45,OUT017
2159,704.797,NCD42,OUT035
2160,2328.5015,FDX25,OUT045
2161,1039.8334,NCR29,OUT046
2162,678.1446,FDX43,OUT019
2163,186.24155,FDB04,OUT010
2164,1592.304,FDR49,OUT027
2165,1747.8701,FDS39,OUT018
2166,1513.5305,FDW58,OUT045
2167,62.20721,FDG22,OUT019
2168,1050.0471,FDG31,OUT017
2169,6464.605,NCV53,OUT027
2170,2787.6838,DRJ37,OUT035
2171,1805.3077,FDV07,OUT035
2172,2660.2773,FDW52,OUT018
2173,3008.6985,FDT15,OUT045
2174,1643.4088,FDD02,OUT018
2175,1381.1343,FDM16,OUT035
2176,2551.8425,NCE55,OUT046
2177,2978.6116,FDB57,OUT018
2178,688.87994,FDQ04,OUT013
2179,84.98416,FDQ47,OUT019
2180,400.31357,FDY14,OUT019
2181,4556.8496,DRK37,OUT017
2182,3722.4429,FDO25,OUT017
2183,4815.9805,FDL57,OUT046
2184,1710.7313,NCK29,OUT018
2185,8875.315,FDK46,OUT027
2186,347.59717,NCB43,OUT010
2187,6507.8643,DRE01,OUT027
2188,3019.9731,FDC46,OUT018
2189,1600.2742,FDQ23,OUT045
2190,928.295,FDX38,OUT049
2191,3974.2588,FDG60,OUT018
2192,3974.2446,FDW55,OUT017
2193,827.47296,FDP39,OUT013
2194,1051.9779,FDB20,OUT018
2195,2277.0813,FDV21,OUT017
2196,1372.0535,FDZ02,OUT013
2197,3157.706,FDP19,OUT027
2198,4042.7932,FDA38,OUT035
2199,2128.4678,FDH22,OUT045
2200,4095.9617,DRM11,OUT045
2201,4725.4854,FDO12,OUT027
2202,2162.0605,FDT14,OUT049
2203,-21.711596,FDW34,OUT010
2204,4670.046,FDG04,OUT027
2205,1016.46954,FDW59,OUT018
2206,1446.9128,FDR33,OUT018
2207,1930.0374,FDP32,OUT013
2208,5441.493,FDL13,OUT027
2209,2125.4268,FDD22,OUT013
2210,1903.4152,FDV40,OUT027
2211,619.31946,NCD55,OUT046
2212,91.79453,FDQ20,OUT010
2213,853.6634,FDD28,OUT045
2214,4089.4143,FDC39,OUT045
2215,1973.1888,NCR17,OUT049
2216,1706.7844,DRO35,OUT018
2217,4015.9019,FDF40,OUT049
2218,2085.078,FDR31,OUT018
2219,3041.2168,NCQ41,OUT017
2220,570.86975,FDP38,OUT046
2221,5482.319,NCU54,OUT027
2222,356.88763,FDG22,OUT018
2223,2423.4287,DRK59,OUT013
2224,1710.167,FDC37,OUT046
2225,2446.619,NCO42,OUT013
2226,2303.3352,NCT42,OUT017
2227,1564.3488,FDX27,OUT035
2228,1161.2328,FDV40,OUT018
2229,1644.436,FDT45,OUT027
2230,254.33463,FDS47,OUT019
2231,4773.2773,FDR45,OUT035
2232,4080.2588,FDB03,OUT045
2233,924.5519,FDO49,OUT035
2234,4415.642,FDU60,OUT027
2235,512.5784,FDB26,OUT018
2236,2916.1023,FDB46,OUT017
2237,483.5526,FDQ37,OUT019
2238,5731.18,FDN03,OUT017
2239,4987.9004,NCX30,OUT045
2240,225.551,FDK32,OUT019
2241,3104.1118,DRM47,OUT013
2242,1144.7466,NCO02,OUT046
2243,998.7084,FDP04,OUT013
2244,2027.3567,NCO43,OUT049
2245,1395.3962,FDD59,OUT013
2246,2996.3474,FDQ10,OUT017
2247,2558.0925,FDW45,OUT035
2248,3897.7505,NCK30,OUT049
2249,2241.136,FDU31,OUT018
2250,322.50403,NCQ17,OUT019
2251,2635.316,FDN01,OUT017
2252,3120.4607,FDZ19,OUT049
2253,2438.7173,DRG37,OUT017
2254,230.05203,FDE32,OUT045
2255,2956.8796,FDO34,OUT049
2256,89.05931,FDM04,OUT019
2257,3122.25,FDZ25,OUT049
2258,1423.1545,FDU08,OUT049
2259,3895.631,NCW30,OUT045
2260,1006.73157,NCM18,OUT013
2261,1029.4564,FDS22,OUT035
2262,3586.7107,NCH18,OUT017
2263,3006.5098,FDC23,OUT013
2264,3226.2883,FDY46,OUT013
2265,4312.003,NCU06,OUT046
2266,1470.143,FDX57,OUT045
2267,6012.6787,FDX36,OUT027
2268,804.7278,FDL16,OUT045
2269,1888.4901,FDT16,OUT010
2270,1496.0234,FDN16,OUT018
2271,3110.8132,FDC03,OUT046
2272,4060.324,DRF60,OUT013
2273,5675.334,FDS27,OUT027
2274,788.7607,FDP33,OUT010
2275,1450.4153,FDJ36,OUT018
2276,395.66074,NCR42,OUT013
2277,1204.3323,FDV14,OUT017
2278,3494.2854,NCP42,OUT035
2279,2253.3394,FDB50,OUT027
2280,4370.9263,NCC30,OUT027
2281,1442.8209,FDA23,OUT018
2282,1632.5726,FDW16,OUT017
2283,773.18274,FDQ52,OUT010
2284,2326.6113,FDB58,OUT049
2285,1012.80927,NCP29,OUT049
2286,4885.8677,NCM05,OUT045
2287,3297.8904,FDO25,OUT013
2288,2276.5447,NCM54,OUT046
2289,2973.2236,NCL54,OUT046
2290,436.08487,FDL39,OUT010
